20190203T,-25.22903017,-25.22903017,-25.22903017,-25.22903017,0
20190204T,-29.14235881,-29.14235881,-29.14235881,-29.14235881,0
20190205T,-33.10097549,-33.10097549,-33.10097549,-33.10097549,0
20190206T,-37.77852036,-37.77852036,-37.77852036,-37.77852036,0
20190207T,-44.7473611,-44.7473611,-44.7473611,-44.7473611,0
20190208T,-48.84041562,-48.84041562,-48.84041562,-48.84041562,0
20190209T,-45.65420763,-45.65420763,-45.65420763,-45.65420763,0
20190210T,-40.66016125,-40.66016125,-40.66016125,-40.66016125,0
20190211T,-33.04538328,-33.04538328,-33.04538328,-33.04538328,0
20190212T,-29.32795368,-29.32795368,-29.32795368,-29.32795368,0
20190213T,-24.56134408,-24.56134408,-24.56134408,-24.56134408,0
20190214T,-21.52151864,-21.52151864,-21.52151864,-21.52151864,0
20190215T,-22.07329279,-22.07329279,-22.07329279,-22.07329279,0
20190216T,-20.3931257,-20.3931257,-20.3931257,-20.3931257,0
20190217T,-16.81304969,-16.81304969,-16.81304969,-16.81304969,0
20190218T,-9.426451944,-9.426451944,-9.426451944,-9.426451944,0
20190219T,2.577788906,2.577788906,2.577788906,2.577788906,0
20190220T,13.2700934,13.2700934,13.2700934,13.2700934,0
20190221T,26.5872308,26.5872308,26.5872308,26.5872308,0
20190222T,34.18201463,34.18201463,34.18201463,34.18201463,0
20190223T,45.64621225,45.64621225,45.64621225,45.64621225,0
20190224T,60.36143767,60.36143767,60.36143767,60.36143767,0
20190225T,67.38271573,67.38271573,67.38271573,67.38271573,0
20190226T,78.19056241,78.19056241,78.19056241,78.19056241,0
20190227T,87.68188603,87.68188603,87.68188603,87.68188603,0
20190228T,94.7001258,94.7001258,94.7001258,94.7001258,0
20190301T,100.4687877,100.4687877,100.4687877,100.4687877,0
20190302T,106.8402172,106.8402172,106.8402172,106.8402172,0
20190303T,109.9951558,109.9951558,109.9951558,109.9951558,0
20190304T,110.0842201,110.0842201,110.0842201,110.0842201,0
20190305T,105.7515165,105.7515165,105.7515165,105.7515165,0
20190306T,107.3598648,107.3598648,107.3598648,107.3598648,0
20190307T,108.0397709,108.0397709,108.0397709,108.0397709,0
20190308T,109.7224592,109.7224592,109.7224592,109.7224592,0
20190309T,109.3541129,109.3541129,109.3541129,109.3541129,0
20190310T,113.3339738,113.3339738,113.3339738,113.3339738,0
20190311T,116.2116525,116.2116525,116.2116525,116.2116525,0
20190312T,116.432577,116.432577,116.432577,116.432577,0
20190313T,120.1808721,120.1808721,120.1808721,120.1808721,0
20190314T,121.9263276,121.9263276,121.9263276,121.9263276,0
20190315T,124.9506279,124.9506279,124.9506279,124.9506279,0
20190316T,130.7532191,130.7532191,130.7532191,130.7532191,0
20190317T,136.4022359,136.4022359,136.4022359,136.4022359,0
20190318T,139.8917016,139.8917016,139.8917016,139.8917016,0
20190319T,140.1173039,140.1173039,140.1173039,140.1173039,0
20190320T,141.5511748,141.5511748,141.5511748,141.5511748,0
20190321T,144.710946,144.710946,144.710946,144.710946,0
20190322T,143.0305632,143.0305632,143.0305632,143.0305632,0
20190323T,143.1202506,143.1202506,143.1202506,143.1202506,0
20190324T,144.9228996,144.9228996,144.9228996,144.9228996,0
20190325T,143.3811175,143.3811175,143.3811175,143.3811175,0
20190326T,137.6875558,137.6875558,137.6875558,137.6875558,0
20190327T,132.7726902,132.7726902,132.7726902,132.7726902,0
20190328T,133.8481842,133.8481842,133.8481842,133.8481842,0
20190329T,133.6400582,133.6400582,133.6400582,133.6400582,0
20190330T,132.9354777,132.9354777,132.9354777,132.9354777,0
20190331T,131.5099514,131.5099514,131.5099514,131.5099514,0
20190401T,132.0751443,132.0751443,132.0751443,132.0751443,0
20190402T,134.8395759,134.8395759,134.8395759,134.8395759,0
20190403T,142.5705346,142.5705346,142.5705346,142.5705346,0
20190404T,147.4092192,147.4092192,147.4092192,147.4092192,0
20190405T,149.2508159,149.2508159,149.2508159,149.2508159,0
20190406T,154.8206945,154.8206945,154.8206945,154.8206945,0
20190407T,156.8504048,156.8504048,156.8504048,156.8504048,0
20190408T,161.5431225,161.5431225,161.5431225,161.5431225,0
20190409T,161.9892481,161.9892481,161.9892481,161.9892481,0
20190410T,158.4023068,158.4023068,158.4023068,158.4023068,0
20190411T,154.9850279,154.9850279,154.9850279,154.9850279,0
20190412T,146.4298968,146.4298968,146.4298968,146.4298968,0
20190413T,141.8246778,141.8246778,141.8246778,141.8246778,0
20190414T,136.6196597,136.6196597,136.6196597,136.6196597,0
20190415T,135.9278384,135.9278384,135.9278384,135.9278384,0
20190416T,130.1982595,130.1982595,130.1982595,130.1982595,0
20190417T,129.8900458,129.8900458,129.8900458,129.8900458,0
20190418T,128.6186404,128.6186404,128.6186404,128.6186404,0
20190419T,129.830063,129.830063,129.830063,129.830063,0
20190420T,129.8582466,129.8582466,129.8582466,129.8582466,0
20190421T,129.3746198,129.3746198,129.3746198,129.3746198,0
20190422T,123.6558134,123.6558134,123.6558134,123.6558134,0
20190423T,119.9895223,119.9895223,119.9895223,119.9895223,0
20190424T,113.4964633,113.4964633,113.4964633,113.4964633,0
20190425T,102.3189831,102.3189831,102.3189831,102.3189831,0
20190426T,87.09221009,87.09221009,87.09221009,87.09221009,0
20190427T,75.67942566,75.67942566,75.67942566,75.67942566,0
20190428T,68.88466535,68.88466535,68.88466535,68.88466535,0
20190429T,60.47228947,60.47228947,60.47228947,60.47228947,0
20190430T,49.01891417,49.01891417,49.01891417,49.01891417,0
20190501T,44.42275123,44.42275123,44.42275123,44.42275123,0
20190502T,38.61248567,38.61248567,38.61248567,38.61248567,0
20190503T,34.99321371,34.99321371,34.99321371,34.99321371,0
20190504T,35.26533763,35.26533763,35.26533763,35.26533763,0
20190505T,31.66324441,31.66324441,31.66324441,31.66324441,0
20190506T,26.466706,26.466706,26.466706,26.466706,0
20190507T,22.33289964,22.33289964,22.33289964,22.33289964,0
20190508T,15.82839823,15.82839823,15.82839823,15.82839823,0
20190509T,10.72947504,10.72947504,10.72947504,10.72947504,0
20190510T,3.557815855,3.557815855,3.557815855,3.557815855,0
20190511T,1.149825689,1.149825689,1.149825689,1.149825689,0
20190512T,4.126812484,4.126812484,4.126812484,4.126812484,0
20190513T,2.293069647,2.293069647,2.293069647,2.293069647,0
20190514T,5.155321689,5.155321689,5.155321689,5.155321689,0
20190515T,10.31833809,10.31833809,10.31833809,10.31833809,0
20190516T,20.62269294,20.62269294,20.62269294,20.62269294,0
20190517T,27.07137039,27.07137039,27.07137039,27.07137039,0
20190518T,27.79120027,27.79120027,27.79120027,27.79120027,0
20190519T,26.80926633,26.80926633,26.80926633,26.80926633,0
20190520T,31.877234,31.877234,31.877234,31.877234,0
20190521T,32.5925277,32.5925277,32.5925277,32.5925277,0
20190522T,36.28270869,36.28270869,36.28270869,36.28270869,0
20190523T,35.19796741,35.19796741,35.19796741,35.19796741,0
20190524T,37.8360913,37.8360913,37.8360913,37.8360913,0
20190525T,41.44407428,41.44407428,41.44407428,41.44407428,0
20190526T,44.96324687,44.96324687,44.96324687,44.96324687,0
20190527T,51.28889072,51.28889072,51.28889072,51.28889072,0
20190528T,60.38243927,60.38243927,60.38243927,60.38243927,0
20190529T,68.9970786,68.9970786,68.9970786,68.9970786,0
20190530T,75.75917735,75.75917735,75.75917735,75.75917735,0
20190531T,76.50354341,76.50354341,76.50354341,76.50354341,0
20190601T,82.39902619,82.39902619,82.39902619,82.39902619,0
20190602T,85.36923635,85.36923635,85.36923635,85.36923635,0
20190603T,91.12348737,91.12348737,91.12348737,91.12348737,0
20190604T,90.52932208,90.52932208,90.52932208,90.52932208,0
20190605T,85.61023165,85.61023165,85.61023165,85.61023165,0
20190606T,84.7179257,84.7179257,84.7179257,84.7179257,0
20190607T,84.57298199,84.57298199,84.57298199,84.57298199,0
20190608T,89.26775773,89.26775773,89.26775773,89.26775773,0
20190609T,90.67701971,90.67701971,90.67701971,90.67701971,0
20190610T,87.27012113,87.27012113,87.27012113,87.27012113,0
20190611T,90.06243974,90.06243974,90.06243974,90.06243974,0
20190612T,90.34112748,90.34112748,90.34112748,90.34112748,0
20190613T,93.46926737,93.46926737,93.46926737,93.46926737,0
20190614T,94.81804816,94.81804816,94.81804816,94.81804816,0
20190615T,95.938733,95.938733,95.938733,95.938733,0
20190616T,99.1587924,99.1587924,99.1587924,99.1587924,0
20190617T,102.4577167,102.4577167,102.4577167,102.4577167,0
20190618T,105.607576,105.607576,105.607576,105.607576,0
20190619T,105.2142353,105.2142353,105.2142353,105.2142353,0
20190620T,108.1934253,108.1934253,108.1934253,108.1934253,0
20190621T,107.2412332,107.2412332,107.2412332,107.2412332,0
20190622T,107.6324702,107.6324702,107.6324702,107.6324702,0
20190623T,111.4703831,111.4703831,111.4703831,111.4703831,0
20190624T,113.6360142,113.6360142,113.6360142,113.6360142,0
20190625T,117.7610162,117.7610162,117.7610162,117.7610162,0
20190626T,122.0406554,122.0406554,122.0406554,122.0406554,0
20190627T,122.9311111,122.9311111,122.9311111,122.9311111,0
20190628T,117.8193627,117.8193627,117.8193627,117.8193627,0
20190629T,118.0012886,118.0012886,118.0012886,118.0012886,0
20190630T,120.7083962,120.7083962,120.7083962,120.7083962,0
20190701T,117.6609988,117.6609988,117.6609988,117.6609988,0
20190702T,114.4087365,114.4087365,114.4087365,114.4087365,0
20190703T,109.6975761,109.6975761,109.6975761,109.6975761,0
20190704T,109.4626136,109.4626136,109.4626136,109.4626136,0
20190705T,105.3559751,105.3559751,105.3559751,105.3559751,0
20190706T,99.35958682,99.35958682,99.35958682,99.35958682,0
20190707T,94.07744442,94.07744442,94.07744442,94.07744442,0
20190708T,92.63239296,92.63239296,92.63239296,92.63239296,0
20190709T,91.67527952,91.67527952,91.67527952,91.67527952,0
20190710T,88.34013864,88.34013864,88.34013864,88.34013864,0
20190711T,80.98846001,80.98846001,80.98846001,80.98846001,0
20190712T,69.7394,69.7394,69.7394,69.7394,0
20190713T,64.61432421,64.61432421,64.61432421,64.61432421,0
20190714T,56.0508803,56.0508803,56.0508803,56.0508803,0
20190715T,43.29044887,43.29044887,43.29044887,43.29044887,0
20190716T,35.10539527,35.10539527,35.10539527,35.10539527,0
20190717T,22.27321498,22.27321498,22.27321498,22.27321498,0
20190718T,16.03190228,16.03190228,16.03190228,16.03190228,0
20190719T,16.15698792,16.15698792,16.15698792,16.15698792,0
20190720T,15.12471871,15.12471871,15.12471871,15.12471871,0
20190721T,19.00807247,19.00807247,19.00807247,19.00807247,0
20190722T,18.57486708,18.57486708,18.57486708,18.57486708,0
20190723T,15.65316966,15.65316966,15.65316966,15.65316966,0
20190724T,8.818420027,8.818420027,8.818420027,8.818420027,0
20190725T,5.472184508,5.472184508,5.472184508,5.472184508,0
20190726T,3.025359732,3.025359732,3.025359732,3.025359732,0
20190727T,3.959765265,3.959765265,3.959765265,3.959765265,0
20190728T,-0.519549314,-0.519549314,-0.519549314,-0.519549314,0
20190729T,-2.605198017,-2.605198017,-2.605198017,-2.605198017,0
20190730T,-3.833834153,-3.833834153,-3.833834153,-3.833834153,0
20190731T,-4.123581363,-4.123581363,-4.123581363,-4.123581363,0
20190801T,-1.209129804,-1.209129804,-1.209129804,-1.209129804,0
20190802T,1.130339442,1.130339442,1.130339442,1.130339442,0
20190803T,1.966501467,1.966501467,1.966501467,1.966501467,0
20190804T,4.413155006,4.413155006,4.413155006,4.413155006,0
20190805T,5.324545523,5.324545523,5.324545523,5.324545523,0
20190806T,8.518729202,8.518729202,8.518729202,8.518729202,0
20190807T,6.748730118,6.748730118,6.748730118,6.748730118,0
20190808T,6.143204766,6.143204766,6.143204766,6.143204766,0
20190809T,4.236332082,4.236332082,4.236332082,4.236332082,0
20190810T,-0.7736582083,-0.7736582083,-0.7736582083,-0.7736582083,0
20190811T,-6.511764099,-6.511764099,-6.511764099,-6.511764099,0
20190812T,-7.4437183,-7.4437183,-7.4437183,-7.4437183,0
20190813T,-10.46175303,-10.46175303,-10.46175303,-10.46175303,0
20190814T,-16.54829645,-16.54829645,-16.54829645,-16.54829645,0
20190815T,-26.62798208,-26.62798208,-26.62798208,-26.62798208,0
20190816T,-34.27140586,-34.27140586,-34.27140586,-34.27140586,0
20190817T,-42.89360865,-42.89360865,-42.89360865,-42.89360865,0
20190818T,-50.50955647,-50.50955647,-50.50955647,-50.50955647,0
20190819T,-52.22707657,-52.22707657,-52.22707657,-52.22707657,0
20190820T,-49.09285335,-49.09285335,-49.09285335,-49.09285335,0
20190821T,-50.82606071,-50.82606071,-50.82606071,-50.82606071,0
20190822T,-56.71225519,-56.71225519,-56.71225519,-56.71225519,0
20190823T,-56.81982268,-56.81982268,-56.81982268,-56.81982268,0
20190824T,-52.18612625,-52.18612625,-52.18612625,-52.18612625,0
20190825T,-49.22181766,-49.22181766,-49.22181766,-49.22181766,0
20190826T,-49.89965721,-49.89965721,-49.89965721,-49.89965721,0
20190827T,-50.38814422,-50.38814422,-50.38814422,-50.38814422,0
20190828T,-53.81229238,-53.81229238,-53.81229238,-53.81229238,0
20190829T,-60.82931008,-60.82931008,-60.82931008,-60.82931008,0
20190830T,-69.48314615,-69.48314615,-69.48314615,-69.48314615,0
20190831T,-73.99319274,-73.99319274,-73.99319274,-73.99319274,0
20190901T,-77.7377491,-77.7377491,-77.7377491,-77.7377491,0
20190902T,-80.00908852,-80.00908852,-80.00908852,-80.00908852,0
20190903T,-77.90947077,-77.90947077,-77.90947077,-77.90947077,0
20190904T,-74.88318272,-74.88318272,-74.88318272,-74.88318272,0
20190905T,-75.57972301,-75.57972301,-75.57972301,-75.57972301,0
20190906T,-77.75579883,-77.75579883,-77.75579883,-77.75579883,0
20190907T,-82.98599714,-82.98599714,-82.98599714,-82.98599714,0
20190908T,-82.2013192,-82.2013192,-82.2013192,-82.2013192,0
20190909T,-79.37784545,-79.37784545,-79.37784545,-79.37784545,0
20190910T,-77.82531865,-77.82531865,-77.82531865,-77.82531865,0
20190911T,-79.76721412,-79.76721412,-79.76721412,-79.76721412,0
20190912T,-83.08713117,-83.08713117,-83.08713117,-83.08713117,0
20190913T,-83.56865707,-83.56865707,-83.56865707,-83.56865707,0
20190914T,-84.42095092,-84.42095092,-84.42095092,-84.42095092,0
20190915T,-81.48598989,-81.48598989,-81.48598989,-81.48598989,0
20190916T,-79.12760074,-79.12760074,-79.12760074,-79.12760074,0
20190917T,-77.8739725,-77.8739725,-77.8739725,-77.8739725,0
20190918T,-72.67118298,-72.67118298,-72.67118298,-72.67118298,0
20190919T,-63.9178745,-63.9178745,-63.9178745,-63.9178745,0
20190920T,-57.27263887,-57.27263887,-57.27263887,-57.27263887,0
20190921T,-53.16303169,-53.16303169,-53.16303169,-53.16303169,0
20190922T,-52.34193489,-52.34193489,-52.34193489,-52.34193489,0
20190923T,-53.03661992,-53.03661992,-53.03661992,-53.03661992,0
20190924T,-57.12382502,-57.12382502,-57.12382502,-57.12382502,0
20190925T,-65.49119873,-65.49119873,-65.49119873,-65.49119873,0
20190926T,-72.47627974,-72.47627974,-72.47627974,-72.47627974,0
20190927T,-80.9445751,-80.9445751,-80.9445751,-80.9445751,0
20190928T,-82.83867723,-82.83867723,-82.83867723,-82.83867723,0
20190929T,-83.80237366,-83.80237366,-83.80237366,-83.80237366,0
20190930T,-87.56575472,-87.56575472,-87.56575472,-87.56575472,0
20191001T,-86.30404924,-86.30404924,-86.30404924,-86.30404924,0
20191002T,-84.35220329,-84.35220329,-84.35220329,-84.35220329,0
20191003T,-80.32004647,-80.32004647,-80.32004647,-80.32004647,0
20191004T,-78.82938464,-78.82938464,-78.82938464,-78.82938464,0
20191005T,-73.41915434,-73.41915434,-73.41915434,-73.41915434,0
20191006T,-69.48474414,-69.48474414,-69.48474414,-69.48474414,0
20191007T,-68.83183219,-68.83183219,-68.83183219,-68.83183219,0
20191008T,-63.58786579,-63.58786579,-63.58786579,-63.58786579,0
20191009T,-58.14476768,-58.14476768,-58.14476768,-58.14476768,0
20191010T,-49.35862743,-49.35862743,-49.35862743,-49.35862743,0
20191011T,-44.05811688,-44.05811688,-44.05811688,-44.05811688,0
20191012T,-42.36432225,-42.36432225,-42.36432225,-42.36432225,0
20191013T,-42.46273871,-42.46273871,-42.46273871,-42.46273871,0
20191014T,-41.99300358,-41.99300358,-41.99300358,-41.99300358,0
20191015T,-38.33984751,-38.33984751,-38.33984751,-38.33984751,0
20191016T,-37.78313232,-37.78313232,-37.78313232,-37.78313232,0
20191017T,-40.27665765,-40.27665765,-40.27665765,-40.27665765,0
20191018T,-38.56567101,-38.56567101,-38.56567101,-38.56567101,0
20191019T,-40.56838156,-40.56838156,-40.56838156,-40.56838156,0
20191020T,-41.03628965,-41.03628965,-41.03628965,-41.03628965,0
20191021T,-37.98960211,-37.98960211,-37.98960211,-37.98960211,0
20191022T,-34.75316874,-34.75316874,-34.75316874,-34.75316874,0
20191023T,-35.27068484,-35.27068484,-35.27068484,-35.27068484,0
20191024T,-40.39524017,-40.39524017,-40.39524017,-40.39524017,0
20191025T,-41.53319126,-41.53319126,-41.53319126,-41.53319126,0
20191026T,-36.65690597,-36.65690597,-36.65690597,-36.65690597,0
20191027T,-32.46283001,-32.46283001,-32.46283001,-32.46283001,0
20191028T,-24.37301339,-24.37301339,-24.37301339,-24.37301339,0
20191029T,-19.1927876,-19.1927876,-19.1927876,-19.1927876,0
20191030T,-13.32616309,-13.32616309,-13.32616309,-13.32616309,0
20191031T,-10.80200081,-10.80200081,-10.80200081,-10.80200081,0
20191101T,-8.448264537,-8.448264537,-8.448264537,-8.448264537,0
20191102T,-3.452011187,-3.452011187,-3.452011187,-3.452011187,0
20191103T,2.378612999,2.378612999,2.378612999,2.378612999,0
20191104T,5.593471129,5.593471129,5.593471129,5.593471129,0
20191105T,11.85577499,11.85577499,11.85577499,11.85577499,0
20191106T,18.89233343,18.89233343,18.89233343,18.89233343,0
20191107T,26.35569675,26.35569675,26.35569675,26.35569675,0
20191108T,31.14666141,31.14666141,31.14666141,31.14666141,0
20191109T,30.62877041,30.62877041,30.62877041,30.62877041,0
20191110T,31.87439727,31.87439727,31.87439727,31.87439727,0
20191111T,37.72160376,37.72160376,37.72160376,37.72160376,0
20191112T,38.37392481,38.37392481,38.37392481,38.37392481,0
20191113T,39.9813572,39.9813572,39.9813572,39.9813572,0
20191114T,42.69737262,42.69737262,42.69737262,42.69737262,0
20191115T,43.44764646,43.44764646,43.44764646,43.44764646,0
20191116T,40.21345987,40.21345987,40.21345987,40.21345987,0
20191117T,39.48873056,39.48873056,39.48873056,39.48873056,0
20191118T,39.71321086,39.71321086,39.71321086,39.71321086,0
20191119T,35.34814297,35.34814297,35.34814297,35.34814297,0
20191120T,27.98083673,27.98083673,27.98083673,27.98083673,0
20191121T,19.18345323,19.18345323,19.18345323,19.18345323,0
20191122T,6.607340585,6.607340585,6.607340585,6.607340585,0
20191123T,-8.136704915,-8.136704915,-8.136704915,-8.136704915,0
20191124T,-15.66061278,-15.66061278,-15.66061278,-15.66061278,0
20191125T,-26.67368342,-26.67368342,-26.67368342,-26.67368342,0
20191126T,-35.11492288,-35.11492288,-35.11492288,-35.11492288,0
20191127T,-37.8150405,-37.8150405,-37.8150405,-37.8150405,0
20191128T,-35.59299834,-35.59299834,-35.59299834,-35.59299834,0
20191129T,-33.77361979,-33.77361979,-33.77361979,-33.77361979,0
20191130T,-28.20761551,-28.20761551,-28.20761551,-28.20761551,0
20191201T,-27.06607626,-27.06607626,-27.06607626,-27.06607626,0
20191202T,-27.0131623,-27.0131623,-27.0131623,-27.0131623,0
20191203T,-28.99128755,-28.99128755,-28.99128755,-28.99128755,0
20191204T,-30.99606067,-30.99606067,-30.99606067,-30.99606067,0
20191205T,-34.71359388,-34.71359388,-34.71359388,-34.71359388,0
20191206T,-34.97694928,-34.97694928,-34.97694928,-34.97694928,0
20191207T,-32.38566589,-32.38566589,-32.38566589,-32.38566589,0
20191208T,-29.26662275,-29.26662275,-29.26662275,-29.26662275,0
20191209T,-24.11194023,-24.11194023,-24.11194023,-24.11194023,0
20191210T,-23.24255946,-23.24255946,-23.24255946,-23.24255946,0
20191211T,-25.44145859,-25.44145859,-25.44145859,-25.44145859,0
20191212T,-28.35274254,-28.35274254,-28.35274254,-28.35274254,0
20191213T,-28.65855909,-28.65855909,-28.65855909,-28.65855909,0
20191214T,-27.63517192,-27.63517192,-27.63517192,-27.63517192,0
20191215T,-30.28043252,-30.28043252,-30.28043252,-30.28043252,0
20191216T,-30.74916066,-30.74916066,-30.74916066,-30.74916066,0
20191217T,-34.65460989,-34.65460989,-34.65460989,-34.65460989,0
20191218T,-42.27892842,-42.27892842,-42.27892842,-42.27892842,0
20191219T,-42.84475861,-42.84475861,-42.84475861,-42.84475861,0
20191220T,-44.37275211,-44.37275211,-44.37275211,-44.37275211,0
20191221T,-43.91575528,-43.91575528,-43.91575528,-43.91575528,0
